Date,Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Impressions,Clicks,CTR,Installs,Conversion Rate,Sessions,Loyal Users,Loyal Users/Installs,Total Revenue,Total Cost,ROI,ARPU,Average eCPI,af_complete_registration (Unique users),af_complete_registration (Event counter),af_complete_registration (Sales in USD),af_purchase (Unique users),af_purchase (Event counter),af_purchase (Sales in USD),app_id,app_name,app_platform,report_type
2025-11-19,CO,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,CZ,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,4,2,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,DE,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,23,22,0.9565,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,DK,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,EG,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,ES,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,ES,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,21247,13982,0.6581,11,0.0008,22,0,0.0000,200.0000,N/A,N/A,18.1818,N/A,8,8,0.0,2,2,200.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,FR,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,FR,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,14,8,0.5714,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,GE,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,GI,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,GR,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,GR,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,HK,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,HU,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,ID,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,IL,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,IT,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,JP,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,3,1,0.3333,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,JP,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,KR,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,KR,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,7890,4702,0.5959,8,0.0017,16,0,0.0000,190.0000,N/A,N/A,23.7500,N/A,1,1,0.0,1,1,190.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,LU,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,MA,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,NL,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,4,3,0.7500,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,NL,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,2,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,NL,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,12298,7386,0.6006,5,0.0007,10,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,NO,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,None,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,6,2,0.3333,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,PK,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,PK,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,PT,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,5,4,0.8000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,RS,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,RU,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,RU,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,21,12,0.5714,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,SA,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,SA,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,SI,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,SK,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,SN,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,SR,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,3,1,0.3333,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,TH,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,2,1,0.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,TH,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,3,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,TR,None,Organic,None,N/A,N/A,N/A,3,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,TR,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,20887,11462,0.5488,26,0.0023,52,0,0.0000,300.0000,N/A,N/A,11.5385,N/A,13,13,0.0,3,3,300.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,TW,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,7,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,UA,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,UK,None,Organic,None,N/A,N/A,N/A,23,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,UK,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,3080,2913,0.9458,10,0.0034,20,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,4,4,0.0,1,1,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,UK,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,6,9,1.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,US,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,US,None,moloco_int,OMA17_GXTsvmFq_sub3_sub4_sub5,1,7,7.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,US,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,4,12,3.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,US,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,47,103,2.1915,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,VN,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-19,ZA,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,AE,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,AE,None,moloco_int,OMA17_GXTsvmFq_sub3_sub4_sub5,100,51,0.5100,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,BE,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,3320,2432,0.7325,3,0.0012,6,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,1,1,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,BG,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,BR,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,2,9,4.5000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,CH,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,CN,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,DE,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,5,5,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,DO,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,3,2,0.6667,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,ES,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,5077,3440,0.6776,3,0.0009,6,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,2,2,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,FR,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,FR,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,GL,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,N/A,1,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,HK,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,3,1,0.3333,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,JP,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,KR,None,Organic,None,N/A,N/A,N/A,1,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,KR,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,3743,2083,0.5565,2,0.0010,4,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,LU,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,NL,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,6,6,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,NL,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,7,2,0.2857,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,NO,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,None,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,PK,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,PT,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,QA,None,moloco_int,OMA17_GXTsvmFq_sub3_sub4_sub5,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,RU,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,SE,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,SG,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,TD,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,1,1,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,TR,None,Organic,None,N/A,N/A,N/A,3,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,TR,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,4252,2580,0.6068,4,0.0016,8,0,0.0000,100.0000,N/A,N/A,25.0000,N/A,2,2,0.0,1,1,100.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,TW,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,1,N/A,N/A,0,N/A,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,UK,None,Organic,None,N/A,N/A,N/A,29,N/A,0,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,UK,None,moloco_int,GB_170_Mol_RDPInApp_Camp258,2197,2095,0.9536,15,0.0072,30,0,0.0000,0.0000,N/A,N/A,0.0000,N/A,6,6,0.0,1,1,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,UK,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,5,4,0.8000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,US,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,N/A,1,N/A,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,US,None,moloco_int,OMA20_HbL3B3MR_232_22431_alfamoloco232,9,50,5.5556,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
2025-11-20,VN,None,moloco_int,OMA19_hjPDf5_sub3_sub4_sub5,2,2,1.0000,0,0.0000,0,0,N/A,0.0000,N/A,N/A,N/A,N/A,0,0,0.0,0,0,0.0,id6747419978,Mount Quizmore,ios,geo_by_date_report
